0.000000000000000000e+00 4.522272753764271518e-06
1.111111111111111154e-02 4.459151493369108714e-06
2.222222222222222307e-02 4.270211436687907413e-06
3.333333333333333287e-02 4.047046491496753214e-06
4.444444444444444614e-02 3.864850534090660021e-06
5.555555555555555941e-02 3.795904737716332879e-06
6.666666666666666574e-02 3.921117155243199364e-06
7.777777777777777901e-02 4.306046124414433703e-06
8.888888888888889228e-02 4.990795876233012416e-06
1.000000000000000056e-01 5.973796090414800810e-06
1.111111111111111188e-01 7.177599382042515321e-06
1.222222222222222321e-01 8.479194364466723996e-06
1.333333333333333315e-01 9.789680990363213150e-06
1.444444444444444586e-01 1.103503448579041034e-05
1.555555555555555580e-01 1.207046941067246844e-05
1.666666666666666852e-01 1.274502952813232043e-05
1.777777777777777846e-01 1.307545662477458176e-05
1.888888888888888840e-01 1.322723356328885269e-05
2.000000000000000111e-01 1.330027611638510493e-05
2.111111111111111105e-01 1.326686829451594170e-05
2.222222222222222376e-01 1.313045827332801567e-05
2.333333333333333370e-01 1.297939976257387453e-05
2.444444444444444642e-01 1.284431427358671897e-05
2.555555555555555913e-01 1.265288301919150900e-05
2.666666666666666630e-01 1.236765778934774118e-05
2.777777777777777901e-01 1.203620303284990105e-05
2.888888888888889173e-01 1.167726012065493197e-05
2.999999999999999889e-01 1.124638041360719092e-05
3.111111111111111160e-01 1.073951518191492873e-05
3.222222222222222432e-01 1.021724664468131475e-05
3.333333333333333703e-01 9.712385979140264027e-06
3.444444444444444420e-01 9.211967043394362495e-06
3.555555555555555691e-01 8.727720079077438278e-06
3.666666666666666963e-01 8.291947638373486877e-06
3.777777777777777679e-01 7.893845023464596803e-06
3.888888888888888951e-01 7.499054848091733268e-06
4.000000000000000222e-01 7.113021790669797204e-06
4.111111111111111494e-01 6.762245179994133680e-06
4.222222222222222210e-01 6.447776793301955715e-06
4.333333333333333481e-01 6.173371635023873377e-06
4.444444444444444753e-01 5.977847359612110184e-06
4.555555555555555469e-01 5.891127276719836197e-06
4.666666666666666741e-01 5.898560390876281251e-06
4.777777777777778012e-01 5.977176109310090899e-06
4.888888888888889284e-01 6.115841560146191055e-06
5.000000000000000000e-01 6.278880684465122685e-06
5.111111111111111827e-01 6.404806298677957383e-06
5.222222222222222543e-01 6.457862249367258448e-06
5.333333333333333259e-01 6.436699816990932728e-06
5.444444444444445086e-01 6.337546385372510595e-06
5.555555555555555802e-01 6.160532750708398362e-06
5.666666666666666519e-01 5.941795523679593566e-06
5.777777777777778345e-01 5.729805283636493136e-06
5.888888888888889062e-01 5.542777711717886510e-06
5.999999999999999778e-01 5.383742762081236091e-06
6.111111111111111605e-01 5.266238291457180700e-06
6.222222222222222321e-01 5.188775150420545977e-06
6.333333333333333037e-01 5.118144951651296626e-06
6.444444444444444864e-01 5.028444448335769243e-06
6.555555555555555580e-01 4.923216276876083530e-06
6.666666666666667407e-01 4.804998094925161381e-06
6.777777777777778123e-01 4.667698867979685534e-06
6.888888888888888840e-01 4.529216582774128812e-06
7.000000000000000666e-01 4.425621689836006946e-06
7.111111111111111382e-01 4.368361070685657070e-06
7.222222222222222099e-01 4.346716274893982910e-06
7.333333333333333925e-01 4.360872146182763037e-06
7.444444444444444642e-01 4.409041751677258738e-06
7.555555555555555358e-01 4.460489705878833247e-06
7.666666666666667185e-01 4.483771057722683955e-06
7.777777777777777901e-01 4.480264690260942619e-06
7.888888888888889728e-01 4.459228015827431010e-06
8.000000000000000444e-01 4.415051917784992281e-06
8.111111111111111160e-01 4.357079789995703772e-06
8.222222222222222987e-01 4.319678682401102158e-06
8.333333333333333703e-01 4.318477394105276221e-06
8.444444444444444420e-01 4.337886266277900024e-06
8.555555555555556246e-01 4.370982969731143281e-06
8.666666666666666963e-01 4.422015555653073377e-06
8.777777777777777679e-01 4.468996095825814591e-06
8.888888888888889506e-01 4.478688255321557696e-06
9.000000000000000222e-01 4.454219417052037556e-06
9.111111111111110938e-01 4.418775221966065377e-06
9.222222222222222765e-01 4.372737543579065604e-06
9.333333333333333481e-01 4.317118285967872230e-06
9.444444444444445308e-01 4.285657458373796433e-06
9.555555555555556024e-01 4.301073176200235511e-06
9.666666666666666741e-01 4.338086534128967208e-06
9.777777777777778567e-01 4.372057560189827103e-06
9.888888888888889284e-01 4.410845059326091013e-06
1.000000000000000000e+00 4.443052017293809235e-06
1.011111111111111072e+00 4.425192674560983887e-06
1.022222222222222365e+00 4.356330886383273651e-06
1.033333333333333437e+00 4.289741008640001453e-06
1.044444444444444509e+00 4.245606306610788958e-06
1.055555555555555580e+00 4.201489238398525249e-06
1.066666666666666652e+00 4.185766616426958643e-06
1.077777777777777724e+00 4.268421394991178443e-06
1.088888888888889017e+00 4.426181465936223048e-06
1.100000000000000089e+00 4.522272753764273212e-06
